betaI,iota,beta_sd,sigma,kappa,gammaI,gammaH,gammaC,gammaV,TF,rho,theta,dI0,dP0,dT0,dB0,dI1,dP1,dT1,dB1,qP,qH,qC,mI,mC,mV,S0,EQ0,PQ0,IQ0,E0,P0,I0,H0,C0,V0,M0
1.4075880634317812,0.017704277990183245,0,0.1999999999999994,1,0.17213330261688436,0.6351239613148885,1.3123471310804604,0.3270031975829515,16031.670053930831,0.4875766587644059,0.4157007268521559,0.48552826499870805,0.17624951089222474,0.2631853889818368,0,0.3318722951415559,0.25973294247098583,0.630072923852895,0,0.7220562846673411,0.13740561212594082,0.8832715240259732,0.005504681079743945,0.1972420611009964,0.6858254702405764,1,0,0,0,0,0,0,0,0,0,0
