S,E,I,R,H
116609.13093609478,1758.8318777611305,1214.3232323232323,2325797.6166222245,3339.1111111111113
115066.87093609478,2369.8118777611317,1453.050505050505,2337211.7258726126,3293.656565656566
109141.28155187932,457.31234290680203,280.32,2356927.184042072,644.1
110775.04155187933,542.4123429068021,335.08,2365876.167448091,779.09
112200.48155187933,653.8923429068022,404.4,2374993.2548112534,937.63
113430.82155187933,786.5423429068022,484.18,2384279.3648475497,1113.22
114375.84155187933,957.6223429068024,587.65,2393791.641380461,1357.73
114938.23155187933,1159.7923429068023,715.74,2403636.9905199255,1643.71
116449.82155187933,855.9523429068022,583.78,2413305.9272759017,1623.34
117231.2815518793,1126.4123429068025,684.76,2422902.9879907724,1549.02
118173.7015518793,1236.7123429068024,758.15,2432538.8460231,1727.62
118236.50155187931,1488.9123429068025,916.26,2442830.5007860707,2094.11
117742.64155187931,1790.6423429068025,1109.29,2453613.171151744,2522.62
116736.98155187933,2124.6423429068022,1313.83,2464863.8615174307,3019.2
115088.80155187933,2513.8523429068023,1545.22,2476699.8161899867,3588.96
114736.89155187932,1927.2023429068024,1336.34,2488656.789942289,3726.52
114756.99155187933,1624.9023429068025,1107.7,2500000.854663303,3075.12
115182.64155187932,1354.3523429068023,921.67,2510871.6428555446,2569.5
114804.30155187933,1728.2323429068024,1051.15,2521607.5400995165,2448.3
113969.43155187933,1982.8823429068025,1239.84,2532873.613788693,2904.96
112643.02155187933,2284.952342906802,1433.46,2544595.786028652,3360.9
110726.73155187933,2614.5223429068024,1638.71,2556890.8462680755,3875.74
108297.49155187933,2930.512342906799,1852.33,2569715.3059762483,4406.77
105389.54155187933,3225.102342906797,2042.94,2583095.0538191767,4933.78
102180.27155187933,3460.372342906795,2209.21,2596863.833468118,5368.6
99020.52155187933,3565.3023429067944,2292.3,2610840.3299715724,5659.8
98245.84155187933,2433.7123429068024,1756.73,2624286.9364750255,5224.05
96066.36155187932,2743.492342906801,1745.84,2637214.920822693,4333.19
92811.39155187932,2608.4423429068024,1696.43,2651705.9243707703,4286.7
89951.28155187932,2552.1223429068023,1666.27,2665722.175124471,4277.84
88312.09155187933,2437.3623429068025,1603.59,2678614.933424443,4166.35
86970.22155187932,2290.182342906802,1508.79,2691273.2128583924,3951.35
85845.79155187933,2133.3323429068023,1411.42,2703724.97095213,3711.97
84662.79155187933,2010.9723429068024,1342.02,2716160.9561010785,3539.85
84747.43155187933,1275.0123429068024,950.73,2728246.079026648,3015.28
84642.05155187933,1327.5323429068023,860.47,2739419.246924338,2276.85
84944.40155187933,1198.1323429068025,797.98,2750293.12971983,2132.58
85279.14155187932,1126.8523429068023,752.81,2761055.7374001737,1994.59
85847.22155187932,1046.1723429068024,693.5,2771526.245107449,1837.03
86946.16155187933,923.3923429068022,616.24,2781525.942814736,1633.44
88673.94155187932,844.0223429068022,548.69,2790745.537264302,1444.13
90232.81155187933,527.2623429068021,396.95,2800440.4449214335,1236
92005.35155187933,355.96234290680184,259.07,2809664.8682622127,803.15
93946.28155187932,243.4623429068014,175.71,2818564.1809073444,549.03
95991.27155187933,165.82234290680083,119.85,2827209.830175047,372.04
97967.63155187933,171.7923429068009,111.05,2835712.2128499355,282.74
99936.62155187933,164.15234290680084,106.24,2844164.1950794165,272.41
102019.75155187932,152.85234290680083,96.9,2852381.5728222043,247.79
104256.21155187933,92.09234290680084,67.48,2860477.225047248,201.12
106443.10155187933,97.48234290680084,62.16,2868346.5128961178,153.71
108529.17155187932,95.89234290680083,61.5,2876318.9407449914,153.13
110544.14155187932,107.66234290680084,67.31,2884092.565147195,167.97
112697.64155187932,67.56234290680084,48.92,2891802.6081437985,140.81
114414.87155187933,100.62234290680084,63.18,2899617.681156898,153.36
116335.37155187933,103.69234290680085,67.37,2907220.5376518564,164.14
118399.07155187931,127.00234290680083,78.65,2914471.3908848697,197.32
120332.27155187931,138.20234290680085,85.29,2921770.6224786933,210.34
122221.64155187931,150.91234290680083,95.84,2928974.8555081575,230.92
124084.74155187931,168.32234290680083,107.41,2936051.127116935,256.05
125900.5615518793,191.64234290680105,121.83,2943081.1233246704,285.37
127814.41155187931,145.40234290680084,100.72,2949919.4798613423,289.78
129622.5315518793,181.03234290680098,112.38,2956713.2926280946,262.98
131384.9715518793,209.6823429068012,128.87,2963305.499005707,306.48
133086.2815518793,244.90234290680144,149.13,2969948.4953833157,355.36
134719.4115518793,284.3023429068016,176.45,2976375.8628466837,411.68
136250.79155187932,335.4123429068017,208.93,2982874.033981146,485.51
137658.9015518793,399.36234290680187,246.83,2989253.3296805792,574.11
139253.2415518793,314.9023429068017,213.04,2995602.160484923,600.66
138997.2815518793,391.89234290680184,269.04,3003375.397801302,750.2
140538.73155187932,332.01234290680173,223.05,3009474.9431886496,621.13
142169.8415518793,292.77234290680167,196.31,3015320.0655040233,543.9
143565.2215518793,381.9823429068019,233.51,3021042.030390113,531.88
144852.17155187932,456.382342906802,277.36,3026806.0410863333,641.1
146290.1915518793,477.46234290680206,294.19,3032280.920384286,673.32
148063.6615518793,335.6123429068018,228.37,3037642.262842234,628.79
149444.0915518793,434.58234290680195,262.94,3042784.5814652788,593.04
150556.8115518793,532.7723429068021,330,3048162.9000883186,742.47
151186.6315518793,698.352342906802,427.94,3053657.51192942,972.76
152322.11155187932,567.132342906802,388.57,3059052.8147930773,1046.51
153283.39155187932,721.7323429068023,431.51,3064037.199735007,979.65
153369.3015518793,955.4823429068024,590.25,3069622.61885197,1332.14
152972.5915518793,1257.4123429068025,774.62,3075434.2010179083,1733.59
151920.1515518793,1627.0223429068024,1003.9,3081660.1067987666,2260.4
150205.7715518793,2053.2123429068024,1263.66,3088351.374718579,2876.93
148920.7515518793,2392.4623429068024,1473.25,3094574.6546753626,3343.3
145941.9615518793,2893.5123429068,1792.85,3102161.3443162222,4117.25
144726.3015518793,2225.8023429068026,1535.94,3109509.6759589775,4274.53
142043.5815518793,2826.5623429068005,1742.16,3116583.723287257,4015.42
138429.51155187932,3285.082342906797,2057.19,3124359.454126136,4820.61
134780.36155187932,3551.852342906795,2236.07,3132498.1649650144,5274.19
130307.88155187931,3887.382342906793,2475.44,3141101.222654947,5944.9
125069.00155187931,4250.382342906791,2714.22,3150406.9002018003,6560.67
119583.94155187931,4457.36234290679,2858.99,3160029.7450235565,7065.11
117012.3415518793,3042.072342906798,2191.51,3169092.2667885097,6583.93
115580.98155187933,2242.3323429068023,1598.64,3176193.8747085906,4789.82
115120.10155187933,1630.9323429068024,1160.68,3181858.0482018846,3494.4
115364.51155187933,1183.6023429068023,847.38,3186444.0551873334,2550.55
115138.40155187933,1295.6523429068025,824.67,3190486.747920645,2075.53
114912.12155187933,1289.2723429068024,829.8,3194580.2599385576,2113.38
114727.89155187932,1283.2723429068024,827.54,3198436.869422112,2104.21
115640.11155187932,824.9123429068022,606.33,3201868.3389056767,1824.19
115913.68155187933,958.0723429068022,606.11,3204892.4561831295,1506.36
116242.16155187933,945.7023429068022,607.38,3208003.599927241,1526.68
116573.2815518793,948.7323429068023,614.43,3210903.521681554,1554.59
117528.6515518793,636.9923429068022,460.61,3213612.8471977334,1391.93
118240.4815518793,709.5823429068022,449.03,3215895.8244957924,1113.06
118966.18155187932,707.5523429068022,455.4,3218141.9805616187,1140.24
119665.4215518793,715.3223429068022,462.32,3220303.219000691,1145.8
119282.8115518793,759.8823429068023,501.5,3223362.7594628995,1263.71
119891.9015518793,788.3823429068023,510.24,3225415.852370402,1270.81
120305.1215518793,822.4623429068022,525.95,3227505.642343949,1309.2
120662.8115518793,852.6623429068022,547.38,3229624.989214258,1358.12
121545.2815518793,584.2623429068021,422.72,3231488.1638131505,1266.87
122159.93155187932,674.2523429068023,423.98,3233134.848412044,1048.47
