
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,-10.295947179778132
106,-7.373097942239405
107,-5.887765040095428
108,-6.684955005979712
109,-7.129476305241368
110,-7.046748639338411
111,-8.886828073513335
112,-7.78979104714892
113,-12.59576432040593
114,-15.395552148438778
115,-16.171977896329906
116,-19.53643870690005
117,-24.28664451396995
118,-24.93569871189754
119,-25.21558398118911
120,-25.444562188020612
121,-24.37529288799904
122,-24.175654555520328
123,-24.146592998829515
124,-24.06975208237442
125,-23.941764565689184
126,-20.21715562347454
127,-22.543708969814848
128,-20.97488369876615
129,-20.74176601849356
130,-16.102794135027004
131,-11.40249481592317
132,-8.938273572717227
133,-6.520938569023106
134,-6.652004529601645
135,-7.501978821160272
136,-13.991105448087213
137,-15.721282055741916
138,-27.97021798510825
139,-9.347436253902698
140,-7.150689385566476
141,-6.985002507044226
142,-8.904618428678429
143,-13.265962461303923
144,-15.81426725118731
145,-15.072560401200827
146,-13.588240152054029
147,-10.858793575927514
148,-9.433240751525833
149,-7.371984527775909
150,-12.133622780615969
151,-9.43517695579743
152,-8.419155940316445
153,-12.162672309961645
154,-9.89905359730445
155,-12.511652705679033
156,-5.535081534289542
157,-4.613305335868302
158,-4.5249185771200295
159,-15.372227366973899
160,-27.73604496034535
161,-25.78774276141278
162,-10.587472363583226
163,-13.557360969332043
164,-39.14394658089878
165,-37.937775472452245
166,-9.274606579860277
167,-7.46647259375325
168,-6.73139936368189
