S,EQ1,EQ2,EQ3,PQ1,PQ2,PQ3,IQ1,IQ2,IQ3,E1,E2,E3,P1,P2,P3,I1,I2,I3,H1,H2,H3,C1,C2,C3,V1,V2,V3,M,R,casesI,casesIQ,casesH,deathsIIQ,deathsCV
9999937.139999993,0,0,0,0,0,0,0,0,0,49.00999999999996,11.709999999999992,1.9099999999999981,0.17999999999999994,0.03999999999999998,0,0.009999999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009999999999999995,0,0,0,0
9999874.000535792,0,0,0,0,0,0,0,0,0,76.54674837490988,34.96426897400661,10.998622831385427,1.5291507598376004,1.0291507598376017,0.5596786882897711,0.3182095979015509,0.050879880753615575,0,0.0027543372291342575,0,0,0,0,0,0,0,0,0,0,0.3589135025044432,0,0.0027543372291342575,0,0
9999810.560390677,0,0,0,0,0,0,0,0,0,91.81644862110625,57.224272276212496,26.897416335300004,4.471874434235115,3.335380821622088,2.112748556007165,2.795417497799133,0.6403218842746669,0.09819093092579656,0.015965193812070448,0.008768185126756617,0.001854518167454375,0,0,0,0,0,0,0,0.0209500622391264,3.195191757303328,0,0.03486736054054904,0,0
9999743.331695396,0,0,0,0,0,0,0,0,0,103.30630425461929,75.67297954814737,44.68834128267901,8.727074058297557,6.706281005236879,5.3172478036473265,8.59843869395209,2.529951065870149,0.8173419338101615,0.040885106600537534,0.02179984521749299,0.007663711546893841,0,0,0,0,0,0,0,0.2339962981748901,8.453979701916934,0,0.07701799727518194,0,0
9999671.422169115,0,0,0,0,0,0,0,0,0,113.48335536317553,89.79050316685361,62.6154567875398,11.849219460608108,11.469138378856751,10.084535849400531,18.615581004422264,7.496344532449655,2.1648096971423314,0.060139798419021735,0.04968842381386248,0.023577010842484702,0.003406230233107874,0,0,0,0,0,0.00016958621749242668,0.8719055938719225,16.913268171150666,0,0.1473006881305614,0.00016958621749242668,0
9999588.88728498,0,0,0,0,0,0,0.021327007221388118,0,0,127.65600612254272,101.46024701801787,76.30926957083882,17.203516301293845,16.078106138947177,13.450622889896087,33.09338171007127,17.13469547358885,5.990855370946889,0.15753742322986475,0.05336169389850804,0.053798453808038486,0.010948076384502474,0.0010618091666131772,0.00039061776284437047,0.000019447713264434754,0,0,0.02427332256374354,2.4132965669572597,30.333664499251878,0.021327007221388118,0.29306970823596434,0.02427332256374354,0
9999502.901315976,0,0,0,0,0,0,0,0.0019143499334912343,0,140.9811913651565,113.38854049593387,92.23155794263988,20.17286288803095,18.331684592649204,17.159748047605596,48.63355079938469,24.50476928596562,14.045190008133801,0.1151087619835047,0.1324400899608731,0.0609338923770166,0.03988183913414261,0.0339290709325987,0,0,0,0,0.04748759802429074,7.217892998470588,36.607001262006065,0,0.36744161486604054,0.034799751052947,0.0002281961058450015
9999402.74052182,0,0,0,0,0,0,0,0.002800578890027747,0,160.90718153173242,130.26818472896153,104.46384393461051,24.296145223376797,19.379556660688376,18.383996760136867,61.6680690324653,37.93225443842256,22.94418781963903,0.19697458546997193,0.13350972994828733,0.06074546566043395,0.0035679919769488495,0.002080377643073166,0.0010491455491477106,0.000018870152127764616,0,0.007619704646948017,0.0679365154745301,16.53975508396332,45.2409704109509,0,0.33541555684468105,0.06788240261423864,0
9999278.168385167,0.0005466436509533012,0,0,0,0,0,0,0.000027215784822870832,0.004039180603018208,183.80944708083626,153.55457017037025,121.24717771947195,23.5727151905751,23.384943266887383,25.00016738549792,75.42489350124096,52.365979612777735,31.890895156521168,0.21636054870616306,0.21117429982179367,0.08309832798390569,0.0018082754950223354,0.01152998295953282,0.0014859315030288677,0,0,0,0.40060879568922125,30.65014654478484,52.99051325325406,0.000027215784822870832,0.4957261686655594,0.1717715524252686,2.481758335838814e-8
9999134.610396598,0,0,0,0,0,0,0.015806334685783293,0,0.010441630923719403,210.1380167649715,173.97290590239734,137.6729094822272,28.503010970281288,31.111490172918106,25.94245981389299,90.44815118682898,66.46587310989675,46.19959654078962,0.9724731615431991,0.7095332267506995,0.17240720318577893,0.0427419747048689,0.03080616105145277,0.0038442680810257986,0,0.025717949365179682,0,0.6050875960992208,52.346329954713816,64.95925680893438,0.015806334685783293,2.1148813044442663,0.04820084970461067,0
9998977.153243776,0,0,0,0,0,0,0,0.007224416071362667,0.000342624240382422,237.9111140309982,195.10463404335366,162.75218762765076,33.57940769816177,32.50167045809215,29.70437257982837,105.45601809338478,80.2535231007801,57.00371658684453,0.8984729664015059,0.6904248420166889,0.7976626979402233,0.03787774426368646,0.1538445842979507,0.0003961336065577526,0,0,0,0.9790526755741429,85.01481332441183,70.01838275755959,0.000342624240382422,1.7317136534557651,0.46090746829913376,0.00013462837991734528
9998827.636748115,0,0,0,0,0,0,0.00015580047303161452,0,0,255.33994708861482,220.0906813438538,173.70587365990295,36.024402844623395,40.28749274107061,37.97997308358622,117.80938513883622,91.97464663068088,67.42514120142263,0.27305014151624224,1.5877761034143818,0.5553716571335303,0.04596837684743852,0.020103189701771825,0.008631523211320264,0.024730366198192605,0.0001590402489960083,0.0011512184354705295,1.5557603768458874,127.65285035581029,74.16753961456044,0.00015580047303161452,1.3746722357091006,0.11326247272142945,3.861907616527614e-7
9998622.292568142,0.00003267163529795159,0,0,0,0,0,0.03651769758023121,4.075278764829964e-8,0,297.827310432357,248.12577219970407,198.0026151040001,40.92705193482279,39.84930999686749,40.823666437704325,140.98394129326317,112.09107272712279,77.76554723802882,0.7573971141483289,0.9732676878961564,1.136820392452006,0.2197739724813006,0.19961472122792928,0.013837027484479954,0.0002414125460603675,0.0000032532498805380706,0.0006578539620581971,2.2649234906990916,175.70805715550347,100.06946967306294,0.036517738333018857,2.3048826512959746,0.4412380370826965,0.00008881071253646307
9998397.445011662,0,0,0,0,0,0,0.00003428113120169635,0.0018775815528965444,0.013829995400266516,319.0628402612982,282.0910141802607,228.63107661146023,51.935734191442016,56.00853677292595,48.24040669502526,146.50924831462873,136.55010744362056,96.8182816575874,1.1824194237343573,0.36003503209281357,1.0272175030219661,0.8062188953625071,0.026572908651627376,0.04427430662754379,0.00009782530009209342,0.0003854116328779257,0.00001725076999005799,2.223757499620154,231.0210042931645,100.2530451150605,0.000034909012021483934,2.2844182045115407,0.1345685729585112,0.016050110463979313
9998147.472509097,0,0,0,0,0,0,0.00012018422387690306,0,0.3582641220822666,371.57902553883434,315.730058613753,247.21170496853225,63.59448193355642,53.82027039725836,54.534351867309326,182.70990986445,146.29366086104912,111.52413537214505,1.581028933171933,1.515548692216415,1.2969721997112116,0.37064869344590456,0.37113263070708225,0.05257976877362667,0.022152223734523576,2.9992771243536284e-7,0.00024036844775380612,3.603775830341562,296.3574275376414,124.99948561300084,0.00012018422387690306,3.08871286788292,1.2386352722733962,0.0026544427078443013
9997868.988117116,0,7.975043192183869e-8,0,0,0,0,6.000734626768e-7,0.03528265910071727,0.003989410106398866,441.4152067366537,361.336225974796,278.16105081774094,56.89220096442105,57.6159091749137,61.02611774378969,196.2554732020317,164.70825383491078,140.97289311552123,0.8477923357902728,2.0629046151324237,2.3096635333622255,0.21492384273997825,0.928321640157292,0.09893196836621374,0.01748288991166929,0.039125533850611224,0.000012494764092649022,5.6783437917657595,360.39177593204596,128.3068877052815,0.035283259174179946,2.8989402635435244,2.253660784840661,0.09772918412400573
9997581.017777199,0,0,0,0,0,0,0,2.7555759593673734e-10,1.324965689056239e-7,472.93585290916025,419.80303196093723,315.17771376555044,61.037418641481004,58.076187265234196,72.80037085166772,210.09416503392046,192.96894735870129,158.03283565955073,1.0121871344470956,2.009047916744778,1.0054081303662625,0.002908457754602825,0.008708426860510075,0.002698575408020372,0.9880726066736069,0.007017277836451563,0.0009968330504459314,6.004329114429523,447.014324748909,146.07361167001824,0,3.0286271853044826,0.00926945020806489,0.0001703433414410617
9997253.682447685,0,0,0,0,0,0,0,0,0,529.0960730202551,441.7590123926974,373.78819035575145,77.13112191058109,71.69558598409407,63.012911333140515,242.99181096644975,207.02538337891215,186.81991718199822,1.4887073291711803,1.0717851707243888,1.9351846191458772,0.07574065301209719,0.524748923740848,0.008617741471924402,0.00021433622985306074,0.0002274622220228517,0.47382119825774605,6.935082917810891,540.4834154368639,167.14611783449968,0,3.6884548101615082,0.474017458458597,0.46105776195685866
9996909.47355229,6.127005111734841e-7,0,0,0,0,0,0.09972000490748233,8.291999721888086e-8,0,560.1410277513731,480.34150145842057,416.10910658717665,89.46683618834831,84.39273507529015,87.53837955604276,272.9179622451801,228.68256412601426,198.62686193598637,2.1366056508014477,2.1331873683834512,2.1642412241966595,0.018751685921623445,0.384904819809365,0.5583064799701871,0.2864662829708607,0.3077852922052727,0.28459896497251486,7.514670795677768,656.4202335174986,175.1820700912234,0.09972008782747956,5.192692428881381,0.4929651505717952,0.3081076199133554
9996520.781190876,2.6001232633837048e-8,0,0,0,0,0,0.0002998225872253494,0.01327078518368937,0,597.3143208103139,541.5876039630427,449.05806470973596,95.4428002920195,92.76338236938939,95.83723502786488,328.22187049252653,263.20221275497124,203.7081100010984,4.413814223432653,3.4752576499881758,1.2685498126815264,0.0392909581167327,0.3456028311142811,0.6312095724648046,0.31699817987554746,0.013829464075273886,0.03465153833949005,8.903403898769847,792.6270299422815,221.31702768519168,0.011714890194052455,8.732060168178315,1.0219811299540453,0.3226115119313575
9996099.61499624,0,0,0,0,0,0,0.0004571301317451885,0.000020791319820629183,0,654.3441083137138,581.8943171333092,501.5537709425684,110.26443845790556,110.78667300842625,91.3315524203977,354.39843711288466,309.7895840346601,240.60236670477025,4.572023603823104,4.277245767508666,3.3391388830525033,0.7445377796556709,0.49014160816100627,0.021989871445408943,0.041729093067613014,0.006877971912969678,0.1152557440445572,9.080893898651558,922.7294434883237,223.018231744409,0.0004779214515658177,8.890877269565665,0.9560774255385804,0.00047695426726323804
9995642.953580277,2.0105626682065188e-7,0,0,0,0,0,0,0,0,746.2171345788712,588.3654188106852,550.2282299624218,119.72246194272597,117.71273314397003,108.05308808673239,384.0540341763803,353.74809302791095,276.23788821077414,4.11467835647898,5.018356559804326,2.0681756887035743,1.9444356660415676,0.03254769790040616,0.032367156291331335,0.0036315652148973757,0.9542755860147979,0.000004621285838138278,12.841890326536182,1085.6969743567724,274.3923803347266,0,8.187437553059775,2.8673331145075003,0.003543782482592718
9995129.274325324,0,0,0,0,0,0,0.15836863662712436,8.708632182064625e-10,0,800.5258375893219,680.6114706703302,595.5499738019231,122.88031209209389,113.1993383788608,122.20121599923515,451.19594856162405,370.23504973690535,317.38441756751587,5.666474898350091,4.894369991805375,4.188235573216951,1.8182494259457986,0.9722399524661524,1.4168588789691363,0.3265857838223146,0.4422865358743994,0.10169326091462046,14.261787357745488,1262.6949599741752,298.18378583657426,0.1583686374979876,10.415826580072705,0.522511622366864,0.7395522498645398
9994533.94029862,0.000585891396831417,0,0,0,0,0,0.01714908499339299,0.002686833599975136,0,891.2408091326108,773.3059272247208,657.8443098515689,136.05104275016788,126.85577912788729,133.10001450391516,486.8817554882924,405.2479563926684,365.7433174711125,4.8025221523938395,6.101105511326407,6.420790837316834,2.2103897058629935,1.4855132935093727,0.7102221436885409,0.04454847330798298,0.050926277038210496,1.5604701241336716,16.41307969359668,1449.9687994184094,303.31419000235445,0.005193802127083865,11.718550606724243,1.0853930634044493,0.769418843796226
9993924.605548462,0.00009115277590309328,0,0,0,0,0,0.03571483410215096,0.00011173225415378067,0,959.6567505903278,864.8586116121562,701.1336271580128,154.19864818035038,166.91809348816525,140.31999256406604,515.6476532685874,450.50626588063216,385.80561744668546,5.1098757103111545,6.663368651205146,7.157159594475458,1.9180101613424276,2.022464485738683,2.0394094319781564,0.9471918494350303,0.05602218451716328,0.0775542746133266,20.537129021879505,1689.7850882644348,330.4071022637952,0.035738634631826464,11.925967292457972,2.57583936739889,0.3351166084129088
9993247.768592723,0,0,0,0,0,0,0.09856841511643193,0.018483704154598147,0.002450525103166851,1051.1216911653228,927.9410747044465,784.3835390525968,167.68237847938718,165.31550221356162,160.12134321078042,585.1501472240997,498.5812634979368,425.29338572067314,6.909811099229114,7.127464746858061,9.267155383034945,2.0245560152976196,3.2774799062449786,1.201467352276384,1.0808589226401573,0.44220536726566156,0.29953338453531037,23.589878701691,1931.3011684787375,388.2025831214377,0.06782593258574057,16.210143344298654,1.8703862797394977,1.0640103823824123
9992519.79798986,0,0,0,0,0,0,0.04744993273821494,0.012675541504564857,0.000011576692024184997,1124.082615261814,1012.7460417630949,872.2870454280782,195.64637955572343,181.34650398639033,178.85135265253743,628.6071437666197,552.3949566774602,473.38022003840854,11.490684419977482,7.688987754860898,8.321304380787119,2.6995594952684594,2.543548038270309,1.7833193908095821,0.7614122214290441,1.2224103900184096,0.9347455662772982,26.78510841347903,2196.568533892071,396.3295178734657,0.03452142075526992,19.66683095098691,1.4533427333780975,1.366329228542723
9991732.658109665,0.001357539970956193,0,0,0,0,0,0.0005706030781287035,0.02731144824563963,0,1225.2303307634402,1106.1397643244738,948.3259940834827,190.06492036320228,201.82050823093246,190.79466046413947,706.3433020408522,615.6536876365691,516.8894686401926,12.353811033710231,10.48368129983931,7.870856402285999,2.8902042845690086,2.6833422653585,2.2179986306116724,0.8943816505934672,0.9562221066229774,1.4353922970055935,32.273935349578394,2491.9901888771283,464.24137381148967,0.027787855816908354,20.546545939168535,3.0282600402766926,1.28902580373374
9990915.62593692,0,0,0,0,0,0,0.0010250746863995977,0.00006916680695960269,0.000025274746390318372,1342.8817310626825,1167.6534866041015,1016.1349748162845,210.27550686253326,224.60802918194807,216.34164242562952,786.9403498996163,651.4642191266257,567.5183696411241,11.353929751960859,11.650512282071988,10.111928433405405,2.8327192820519627,3.697148811272945,1.7712861908889224,1.249225720899071,0.2938938303624056,2.1332398543776825,35.994935426066114,2819.4658143488273,494.92759767961786,0.0010503494327899162,21.88451298558877,2.97143707200012,0.9820527546885869
9989927.539058872,0,0,0,0,0,0,0.00007025833779060835,0.0014111764378550555,0,1489.3121695903264,1283.4835959674058,1108.802420131133,258.494863471192,226.10651106006242,224.574730386395,834.8805301793523,746.5869076783257,629.270602163303,14.260827418902883,10.921503966232974,11.701284013494872,5.563639250325109,3.661724947743676,1.145857006147507,2.7460703318924344,1.5151546851105184,0.2105975940488937,39.37572449562867,3179.8447453643826,525.9919810290004,0.001481434775645664,23.673436663589356,2.131011322299681,2.9823135029477736
9988901.054294905,0,0,0,0,0,0,0.008273862876309927,0,0,1592.7487842200464,1435.8311027845307,1215.475149087662,258.1400881721036,252.47934734696113,254.36846394871017,925.9707559838022,790.1050694137056,691.4036197633674,14.473654578008214,11.034201735616154,16.916822613882427,3.513407092355201,2.7382649598426125,2.7029474638452897,0.6411356265900284,3.3784363133600914,2.004823219779389,47.2290911817554,3577.7822657244947,591.2224088692769,0.008273862876309927,24.96665529660001,3.9558319076108495,2.4066046833741037
9987814.504587542,0,0,0,0,0,0,0.035791091870924364,0,0,1722.7743636164348,1523.5277045868136,1363.7930756846447,296.4362527006934,277.1290977970953,256.0630238221538,1025.3562922226222,863.1173206435412,724.5765324873772,18.251385400460354,11.774340411792625,11.912662690267576,4.061130483074931,4.196213801860955,2.4526436077462583,1.5810927341884395,0.2593645186784159,1.0396890714747231,59.77137272734886,4017.386062359025,645.208401502114,0.035791091870924364,28.459988182903714,4.978933335277693,3.237969896363692
9986614.33,0.03,0.01,0.01,0,0,0,0.18,0.06,0.01,1884.74,1647.29,1456.52,320.19,311.43,299.16,1088.87,950.1,805.92,23.76,20.63,17.33,4.96,4.88,3.6,1.92,1.78,1.37,67.27,4473.65,675.16,0.21,45.32,5.41,2.14
9985305.43,0.03,0.04,0.01,0,0,0,0.29,0.07,0.05,2052.59,1792.94,1574.95,344.46,332.47,322.97,1182.24,1037.26,890.2,25.77,25.76,22.73,7.74,6.16,4.53,2.42,2.34,2.19,76.61,4987.75,757.26,0.17,50.39,6.1,3.24
9983891.73,0.04,0.04,0.01,0,0,0.01,0.37,0.17,0.08,2224.39,1949.2,1704.22,375.67,362.74,352.29,1278.67,1122.58,979.34,28.7,27.4,26.39,9.34,8.61,6,2.98,2.88,2.5,88.39,5555.26,810.51,0.27,54.77,6.96,4.82
9982353.93,0.06,0.06,0.01,0,0,0,0.46,0.2,0.11,2413.83,2117.57,1852.02,404.09,390.25,381.4,1391.58,1214.7,1067.42,31.65,31.19,29.39,10.48,10.33,7.31,3.9,3.91,3.6,101.76,6178.79,886.67,0.24,60.21,7.56,5.81
9980693.28,0.08,0.04,0.06,0,0.01,0,0.43,0.33,0.19,2619.11,2293.46,2011.59,439.42,425.14,407.6,1509.45,1322.56,1157.38,33.8,32.04,30.88,12.14,11.14,8.64,5.28,4.04,4.5,118.08,6859.33,959.65,0.29,63.49,8.39,7.93
9978894.6,0.11,0.07,0.05,0.02,0,0,0.4,0.41,0.26,2841.93,2483.82,2184.33,473.58,458.87,444.35,1637.81,1432.78,1258.52,36.76,34.99,33.27,12.59,12.39,9.11,5.03,5.32,4.84,136.28,7597.51,1038.95,0.22,68.89,8.51,9.69
9976953.19,0.19,0.07,0.1,0,0.01,0,0.57,0.41,0.31,3067.65,2699.45,2366.14,514.49,498.29,485.41,1775.59,1552.98,1367.9,39.02,37.43,36.86,13.17,13.34,9.61,5.73,5.59,5.36,156.18,8394.96,1122.48,0.39,73.87,9.25,10.65
9974856.41,0.19,0.13,0.08,0.02,0,0.03,0.63,0.59,0.31,3315.55,2915.64,2571.33,559.02,543.87,522.7,1919.72,1692.23,1476.83,42.56,41.74,38.25,14.59,13.92,11.1,6.32,6.04,5.97,177.71,9266.52,1218.09,0.51,81.42,10.23,11.3
9972593.77,0.22,0.21,0.08,0.03,0.02,0.02,0.98,0.51,0.5,3575.42,3151.91,2787.07,608.2,590.65,568.67,2074.27,1834.42,1603.32,47.44,44.12,42.93,15.95,14.95,11.56,6.35,6.52,6.45,200.55,10212.91,1319.53,0.63,88.54,10.21,12.63
