"R0","amplitude","gamma","mu","sigma","rho","psi","S_0","E_0","I_0","R_0"
31.32490, 0.3883620, 73.05, 6.469830e-04, 45.66, 0.4598709, 0.1462546, 3.399189e-02, 2.336327e-04, 4.221789e-07, 9.657741e-01
