betaI,theta,iota,beta_sd,dI0,dP0,dT0,dB0,dI1,dP1,dT1,dB1,qP,qH,qC,mI,mC,mV,sigma,kappa,gammaI,gammaH,gammaC,gammaV,rho,TF,S0,EQ0,PQ0,IQ0,E0,P0,I0,H0,C0,V0,M0
0.047488281157314766,0.9999999999796199,34.08337080762914,0.4698576906033564,1,1,1,0.21839348098342426,0.16717523148904723,0.9999999999988525,0.9999999999991473,0.18253322238873515,0.08242294627027807,0.9999999999999999,0.7660121674944946,0.99912828402138,0,1,0.20000000000000034,1,5.9665708604066404e-9,0.06061481881385867,0.9937355557671864,0.21704470967264156,1,940.8747412025929,1,0,0,0,0,0,0,0,0,0,0
