betaI,theta,iota,beta_sd,dI0,dP0,dT0,dB0,dI1,dP1,dT1,dB1,qP,qH,qC,mI,mC,mV,sigma,kappa,gammaI,gammaH,gammaC,gammaV,rho,TF,S0,EQ0,PQ0,IQ0,E0,P0,I0,H0,C0,V0,M0
2.4674488188721657,0.9999999999999872,5.334242965238431e-7,0.19181159678624515,1,0.9999999999999925,1,0.19013837037224934,0.45858355821627467,1,2.7738922270259536e-13,0.036104034237342875,0.16871281967336033,0.9999999999999998,0.4554375489423164,0,0,1,0.2000000000000026,1,0.027210002650338478,0.11042090059074743,2.0496759026297675,0.23293202582713673,0.9911877804418902,22.090915777311572,1,0,0,0,0,0,0,0,0,0,0
