betaI,iota,beta_sd,sigma,kappa,gammaI,gammaH,gammaC,gammaV,TF,rho,theta,dI0,dP0,dT0,dB0,dI1,dP1,dT1,dB1,qP,qH,qC,mI,mC,mV,S0,EQ0,PQ0,IQ0,E0,P0,I0,H0,C0,V0,M0
1.4075880634317728,0.017704277990183936,0.9198142284494515,0.2000000000000026,1,0.17213330261688825,0.6351239613148943,1.312347131080458,0.32700319758294805,16031.67005393163,0.4875766587644061,0.41570072685215675,0.4855282649987077,0.17624951089222474,0.2631853889818394,0.42396316295191006,0.33187229514155825,0.25973294247098705,0.630072923852893,0.054282771849441414,0.7220562846673442,0.13740561212593894,0.883271524025972,0.005504681079743889,0.19724206110099463,0.6858254702405742,1,0,0,0,0,0,0,0,0,0,0
