S,EQ1,EQ2,EQ3,PQ1,PQ2,PQ3,IQ1,IQ2,IQ3,E1,E2,E3,P1,P2,P3,I1,I2,I3,H1,H2,H3,C1,C2,C3,V1,V2,V3,M,R,casesI,casesIQ,casesH,deathsIIQ,deathsCV
9999999.970999945,0,0,0,0,0,0,0,0,0,0.024999999999999696,0.0029999999999999628,0.0009999999999999877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999999.94499994,0,0,0,0,0,0,0,0,0,0.033999999999999586,0.01799999999999978,0.0019999999999999753,0.0009999999999999877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999999.927999942,0,0,0,0,0,0,0,0,0,0.03199999999999961,0.025999999999999687,0.011999999999999855,0.0009999999999999877,0,0.0009999999999999877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999999.904782271,0,0,0,0,0,0,0,0,0,0.04103548193336265,0.02502163532522114,0.01701471202115037,0.005004327065044226,0.001000865413008845,0.005004327065044226,0,0.001000865413008845,0,0,0.00013545240415128144,0,0,0,0,0,0,0,0,0,0.001000865413008845,0,0.00013545240415128144,0,0
9999999.8958691,0,0,0,0,0,0,0,0,0,0.04123022772900716,0.02552962862977974,0.021215194896199215,0.0030307421280284584,0.005051236880047431,0.003167464242799747,0.002020494752018972,0,0.001010247376009486,0.0010937769181703087,0.0004101663443138658,0,0,0,0,0,0,0,0,0.0003716492401312859,0.002020494752018972,0,0.0018755925026154602,0,0
9999999.871257713,0,0,0,0,0,0,0,0,0,0.04759288974501187,0.036431777206712986,0.02329303663675769,0.005034082357482699,0.004027265885986159,0.006040898828979239,0.003020449414489619,0.0010068164714965397,0.0010068164714965397,0.0007314154021866459,0.0001362577923372712,0,0,0.00005012644050028977,0,0,0,0,0,0.00037038708089635056,0.0020136329429930795,0,0.0012380602754202676,0,0
9999999.836531451,0,0,0,0,0,0,0,0,0,0.06139665814501427,0.047116472766110196,0.026403153891017935,0.004451155848351811,0.00808197900807589,0.005051236880047431,0.005051236880047431,0.001010247376009486,0.002020494752018972,0.0009185376992164402,0.0002734442295425772,0.000683610573856443,0,0,0,0,0,0,0,0.001010247376009486,0.0030307421280284584,0,0.0015039432624841741,0,0
9999999.80696733,0,0,0,0,0,0,0,0,0,0.06878035111080584,0.04862859616322659,0.0363689055363415,0.010102473760094864,0.00808197900807589,0.00808197900807589,0.007071731632066404,0,0,0.000683610573856443,0.0011919819287590173,0,0,0,0,0,0,0,0,0.004040989504037944,0.002020494752018972,0,0.0015039432624841741,0,0
9999999.753006428,0,0,0,0,0,0,0,0,0,0.08666697704015112,0.06812281806460214,0.03957637853720143,0.012312652801903813,0.014204563384809809,0.00405844668137423,0.008116893362748462,0.00405844668137423,0.002029223340687115,0.0009611893044678267,0.0014330733374896137,0.0005105675320731298,0,0,0,0,0,0,0,0.004942268987739372,0.008116893362748462,0,0.0025315753997385577,0,0
9999997.745886972,0,0,0,0,0,0,0,0,0,0.5332235903853753,0.4572084433476006,0.174660539533001,0.0000018219471062990758,0.000005101451897637412,0.013350607509313038,0.04931770996473785,0.0000014575576850392606,0.013349149951628,0.5691588569097741,0.2958887690962067,0.14794478670223335,0,0,0,0,0,0,0,0.0000021863365275588907,0.049315523628210296,0,1.0129920105540842,0,0
9999997.590495896,0,0,0,0,0,0,0,0,0,0.4282681269132965,0.50680877991644,0.3149444922907617,0.04957332858426421,0.01925887758241408,0.02387012256941469,0.041237546378159906,0.013507189506430796,0.006607339174561393,0.058802626397280254,0.12573291848850723,0.1732982252376868,0.013677068378098872,0.010568643746712765,0.00373010955766333,0.0012433698525544433,0.0012433698525544433,0,0,0.6171320001275008,0.007010094897679298,0,0.001673514011044655,0,0
9999997.461786076,0,0,0,0,0,0,0.00002196030916578569,0,0,0.42621790376666757,0.4210471188668298,0.4022219689927966,0.07466886376738043,0.08734725380118194,0.04629702663857242,0.042061530839440614,0.020238856021483686,0.008400654641586519,0.009393278521802781,0.01944320291046297,0.04041487998090595,0.004029455714698747,0.0032666751322161314,0.002287077621488511,0.007999217120044793,0.002205423002970027,0,0.0008821692011880112,0.9197693080565849,0.01887476187963694,0.00002196030916578569,0.006629657886821023,0,0.0008821692011880112
9999997.58930875,0,0,0,0,0,0,0,0,0,0.37844369581682236,0.3652975429797419,0.325422022841966,0.07381142278471388,0.08292296161163264,0.06740228666713555,0.060471852492540785,0.0227132848184284,0.011035496343026103,0.008176270171952044,0.007624957813133597,0.00931926061706079,0.00042179005367773154,0.00015516788923863656,0.0012653701610331946,0.0025384656763764108,0.0021089502683886577,0.0012653701610331946,0.0011465442383369428,0.9891483871924406,0.046029651004824916,0,0.016042921154984593,0,0
9999997.832773035,0,0,0,0,0,0,0,0,0,0.36945165580365635,0.2683584065982254,0.22495457240662195,0.05525365823178791,0.05375524954430521,0.06211967885766738,0.05800644007453446,0.02916647859902973,0.010555441437825074,0.009283720779622594,0.004824923846464751,0.0041135759326904765,0,0,0.0004356674211707656,0.00041500551330672333,0,0.0012450165399201698,0.0015431074588387079,1.0137441960113462,0.039690201016825584,0,0.01623819327521409,0,0.00041500551330672344
9999997.842021026,0.0001469182492379235,0,0,0,0,0,0,0,0,0.3881528102669236,0.2661216817538981,0.2280127087535942,0.03767680030907988,0.04980849996591258,0.03480230809680426,0.05703779890948749,0.03519221594750547,0.023346305255099124,0.0055168002168173,0.004019992422818853,0.0027153037919260335,0,0,0,0,0.0003993652071724644,0,0.0010855871855756918,1.0239437137790797,0.032516147660485,0,0.012129370766868545,0,0
